job_seed,job_model,job_scheme_types,job_elt_type,"N","time","model","type","backend","elt_type"
1,SimpleMixture,SAIS,Float64,2,0.055229994,"SimpleMixture",SAIS,GPU,"Float64"
1,SimpleMixture,SAIS,Float64,4,0.058965822,"SimpleMixture",SAIS,GPU,"Float64"
1,SimpleMixture,SAIS,Float64,8,0.063251316,"SimpleMixture",SAIS,GPU,"Float64"
1,SimpleMixture,SAIS,Float64,16,0.066970578,"SimpleMixture",SAIS,GPU,"Float64"
1,SimpleMixture,SAIS,Float64,32,0.071001959,"SimpleMixture",SAIS,GPU,"Float64"
1,SimpleMixture,SAIS,Float64,64,0.089007506,"SimpleMixture",SAIS,GPU,"Float64"
1,SimpleMixture,SAIS,Float64,128,0.068975436,"SimpleMixture",SAIS,GPU,"Float64"
1,SimpleMixture,SAIS,Float64,256,0.087017959,"SimpleMixture",SAIS,GPU,"Float64"
1,SimpleMixture,SAIS,Float64,512,0.086982346,"SimpleMixture",SAIS,GPU,"Float64"
1,SimpleMixture,SAIS,Float64,1024,0.097010654,"SimpleMixture",SAIS,GPU,"Float64"
1,SimpleMixture,SAIS,Float64,2048,0.087625812,"SimpleMixture",SAIS,GPU,"Float64"
1,SimpleMixture,SAIS,Float64,4096,0.100047769,"SimpleMixture",SAIS,GPU,"Float64"
1,SimpleMixture,SAIS,Float64,8192,0.110040818,"SimpleMixture",SAIS,GPU,"Float64"
1,SimpleMixture,SAIS,Float64,16384,0.11233226,"SimpleMixture",SAIS,GPU,"Float64"
1,SimpleMixture,SAIS,Float64,32768,0.151189734,"SimpleMixture",SAIS,GPU,"Float64"
1,SimpleMixture,SAIS,Float64,65536,0.289289562,"SimpleMixture",SAIS,GPU,"Float64"
1,SimpleMixture,SAIS,Float64,131072,0.460714257,"SimpleMixture",SAIS,GPU,"Float64"
1,SimpleMixture,SAIS,Float64,262144,0.890269056,"SimpleMixture",SAIS,GPU,"Float64"
1,SimpleMixture,SAIS,Float64,524288,1.713961424,"SimpleMixture",SAIS,GPU,"Float64"
1,SimpleMixture,SAIS,Float64,1048576,3.356971759,"SimpleMixture",SAIS,GPU,"Float64"
1,SimpleMixture,SAIS,Float64,2097152,6.654763353,"SimpleMixture",SAIS,GPU,"Float64"
8,SimpleMixture,SAIS,Float32,1,0.002247593,"SimpleMixture",SAIS,CPU,"Float32"
8,SimpleMixture,SAIS,Float32,2,0.00491491,"SimpleMixture",SAIS,CPU,"Float32"
8,SimpleMixture,SAIS,Float32,4,0.009885162,"SimpleMixture",SAIS,CPU,"Float32"
8,SimpleMixture,SAIS,Float32,8,0.019843645,"SimpleMixture",SAIS,CPU,"Float32"
8,SimpleMixture,SAIS,Float32,16,0.037000025,"SimpleMixture",SAIS,CPU,"Float32"
8,SimpleMixture,SAIS,Float32,32,0.249851144,"SimpleMixture",SAIS,CPU,"Float32"
8,SimpleMixture,SAIS,Float32,64,0.139807452,"SimpleMixture",SAIS,CPU,"Float32"
8,SimpleMixture,SAIS,Float32,128,0.285610556,"SimpleMixture",SAIS,CPU,"Float32"
8,SimpleMixture,SAIS,Float32,256,0.584063238,"SimpleMixture",SAIS,CPU,"Float32"
8,SimpleMixture,SAIS,Float32,512,1.155832437,"SimpleMixture",SAIS,CPU,"Float32"
8,SimpleMixture,SAIS,Float32,1024,2.311506638,"SimpleMixture",SAIS,CPU,"Float32"
8,SimpleMixture,SAIS,Float32,2048,4.617113031,"SimpleMixture",SAIS,CPU,"Float32"
8,SimpleMixture,SAIS,Float32,4096,9.257332668,"SimpleMixture",SAIS,CPU,"Float32"
8,SimpleMixture,SAIS,Float32,8192,18.433301789,"SimpleMixture",SAIS,CPU,"Float32"
8,SimpleMixture,SAIS,Float32,16384,36.869294492,"SimpleMixture",SAIS,CPU,"Float32"
8,SimpleMixture,SAIS,Float32,32768,73.630207052,"SimpleMixture",SAIS,CPU,"Float32"
8,SimpleMixture,SAIS,Float32,65536,148.090452879,"SimpleMixture",SAIS,CPU,"Float32"
8,SimpleMixture,SAIS,Float32,131072,295.348990722,"SimpleMixture",SAIS,CPU,"Float32"
8,SimpleMixture,SAIS,Float32,262144,590.127244041,"SimpleMixture",SAIS,CPU,"Float32"
8,SimpleMixture,SAIS,Float32,524288,1193.476101868,"SimpleMixture",SAIS,CPU,"Float32"
8,SimpleMixture,SAIS,Float32,1048576,2358.991504397,"SimpleMixture",SAIS,CPU,"Float32"
8,SimpleMixture,SAIS,Float32,2097152,4717.503272547,"SimpleMixture",SAIS,CPU,"Float32"
8,SimpleMixture,SAIS,Float32,1,0.029977339,"SimpleMixture",SAIS,GPU,"Float32"
8,SimpleMixture,SAIS,Float32,2,0.031961902,"SimpleMixture",SAIS,GPU,"Float32"
8,SimpleMixture,SAIS,Float32,4,0.033001838,"SimpleMixture",SAIS,GPU,"Float32"
8,SimpleMixture,SAIS,Float32,8,0.033989531,"SimpleMixture",SAIS,GPU,"Float32"
8,SimpleMixture,SAIS,Float32,16,0.034429192,"SimpleMixture",SAIS,GPU,"Float32"
8,SimpleMixture,SAIS,Float32,32,0.041401315,"SimpleMixture",SAIS,GPU,"Float32"
8,SimpleMixture,SAIS,Float32,64,0.044968623,"SimpleMixture",SAIS,GPU,"Float32"
8,SimpleMixture,SAIS,Float32,128,0.043991583,"SimpleMixture",SAIS,GPU,"Float32"
8,SimpleMixture,SAIS,Float32,256,0.043982768,"SimpleMixture",SAIS,GPU,"Float32"
8,SimpleMixture,SAIS,Float32,512,0.041991441,"SimpleMixture",SAIS,GPU,"Float32"
8,SimpleMixture,SAIS,Float32,1024,0.034969845,"SimpleMixture",SAIS,GPU,"Float32"
8,SimpleMixture,SAIS,Float32,2048,0.035979124,"SimpleMixture",SAIS,GPU,"Float32"
8,SimpleMixture,SAIS,Float32,4096,0.03633803,"SimpleMixture",SAIS,GPU,"Float32"
8,SimpleMixture,SAIS,Float32,8192,0.04258324,"SimpleMixture",SAIS,GPU,"Float32"
8,SimpleMixture,SAIS,Float32,16384,0.046150693,"SimpleMixture",SAIS,GPU,"Float32"
8,SimpleMixture,SAIS,Float32,32768,0.059244668,"SimpleMixture",SAIS,GPU,"Float32"
8,SimpleMixture,SAIS,Float32,65536,0.134046283,"SimpleMixture",SAIS,GPU,"Float32"
8,SimpleMixture,SAIS,Float32,131072,0.199424132,"SimpleMixture",SAIS,GPU,"Float32"
8,SimpleMixture,SAIS,Float32,262144,0.315983096,"SimpleMixture",SAIS,GPU,"Float32"
8,SimpleMixture,SAIS,Float32,524288,0.606923682,"SimpleMixture",SAIS,GPU,"Float32"
8,SimpleMixture,SAIS,Float32,1048576,1.476986463,"SimpleMixture",SAIS,GPU,"Float32"
8,SimpleMixture,SAIS,Float32,2097152,2.642567566,"SimpleMixture",SAIS,GPU,"Float32"
5,SimpleMixture,ZJA,Float64,1,0.000229574,"SimpleMixture",ZJA,CPU,"Float64"
5,SimpleMixture,ZJA,Float64,2,0.00061074,"SimpleMixture",ZJA,CPU,"Float64"
5,SimpleMixture,ZJA,Float64,4,0.001261171,"SimpleMixture",ZJA,CPU,"Float64"
5,SimpleMixture,ZJA,Float64,8,0.003754199,"SimpleMixture",ZJA,CPU,"Float64"
5,SimpleMixture,ZJA,Float64,16,0.00944315,"SimpleMixture",ZJA,CPU,"Float64"
5,SimpleMixture,ZJA,Float64,32,0.020694134,"SimpleMixture",ZJA,CPU,"Float64"
5,SimpleMixture,ZJA,Float64,64,0.047144261,"SimpleMixture",ZJA,CPU,"Float64"
5,SimpleMixture,ZJA,Float64,128,0.093494,"SimpleMixture",ZJA,CPU,"Float64"
5,SimpleMixture,ZJA,Float64,256,0.223555179,"SimpleMixture",ZJA,CPU,"Float64"
5,SimpleMixture,ZJA,Float64,512,0.573350806,"SimpleMixture",ZJA,CPU,"Float64"
5,SimpleMixture,ZJA,Float64,1024,1.14821478,"SimpleMixture",ZJA,CPU,"Float64"
5,SimpleMixture,ZJA,Float64,2048,1.952947565,"SimpleMixture",ZJA,CPU,"Float64"
5,SimpleMixture,ZJA,Float64,4096,4.123591352,"SimpleMixture",ZJA,CPU,"Float64"
5,SimpleMixture,ZJA,Float64,8192,8.229828629,"SimpleMixture",ZJA,CPU,"Float64"
5,SimpleMixture,ZJA,Float64,16384,16.4636609,"SimpleMixture",ZJA,CPU,"Float64"
5,SimpleMixture,ZJA,Float64,32768,32.902182249,"SimpleMixture",ZJA,CPU,"Float64"
5,SimpleMixture,ZJA,Float64,65536,65.662589138,"SimpleMixture",ZJA,CPU,"Float64"
5,SimpleMixture,ZJA,Float64,131072,131.567587082,"SimpleMixture",ZJA,CPU,"Float64"
5,SimpleMixture,ZJA,Float64,262144,263.178839659,"SimpleMixture",ZJA,CPU,"Float64"
5,SimpleMixture,ZJA,Float64,524288,524.640634891,"SimpleMixture",ZJA,CPU,"Float64"
5,SimpleMixture,ZJA,Float64,1048576,1049.170510873,"SimpleMixture",ZJA,CPU,"Float64"
5,SimpleMixture,ZJA,Float64,2097152,2096.249569502,"SimpleMixture",ZJA,CPU,"Float64"
5,SimpleMixture,ZJA,Float64,1,0.048958239,"SimpleMixture",ZJA,GPU,"Float64"
5,SimpleMixture,ZJA,Float64,2,0.096786814,"SimpleMixture",ZJA,GPU,"Float64"
5,SimpleMixture,ZJA,Float64,4,0.156948229,"SimpleMixture",ZJA,GPU,"Float64"
5,SimpleMixture,ZJA,Float64,8,0.225957501,"SimpleMixture",ZJA,GPU,"Float64"
5,SimpleMixture,ZJA,Float64,16,0.377961848,"SimpleMixture",ZJA,GPU,"Float64"
5,SimpleMixture,ZJA,Float64,32,0.406966735,"SimpleMixture",ZJA,GPU,"Float64"
5,SimpleMixture,ZJA,Float64,64,0.406941585,"SimpleMixture",ZJA,GPU,"Float64"
5,SimpleMixture,ZJA,Float64,128,0.406954976,"SimpleMixture",ZJA,GPU,"Float64"
5,SimpleMixture,ZJA,Float64,256,0.574917444,"SimpleMixture",ZJA,GPU,"Float64"
5,SimpleMixture,ZJA,Float64,512,0.549078867,"SimpleMixture",ZJA,GPU,"Float64"
5,SimpleMixture,ZJA,Float64,1024,1.560338963,"SimpleMixture",ZJA,GPU,"Float64"
5,SimpleMixture,ZJA,Float64,2048,0.57421823,"SimpleMixture",ZJA,GPU,"Float64"
5,SimpleMixture,ZJA,Float64,4096,0.675935099,"SimpleMixture",ZJA,GPU,"Float64"
5,SimpleMixture,ZJA,Float64,8192,0.684926862,"SimpleMixture",ZJA,GPU,"Float64"
5,SimpleMixture,ZJA,Float64,16384,0.632923069,"SimpleMixture",ZJA,GPU,"Float64"
5,SimpleMixture,ZJA,Float64,32768,0.721928143,"SimpleMixture",ZJA,GPU,"Float64"
5,SimpleMixture,ZJA,Float64,65536,0.828917196,"SimpleMixture",ZJA,GPU,"Float64"
5,SimpleMixture,ZJA,Float64,131072,0.724925179,"SimpleMixture",ZJA,GPU,"Float64"
5,SimpleMixture,ZJA,Float64,262144,0.927918555,"SimpleMixture",ZJA,GPU,"Float64"
5,SimpleMixture,ZJA,Float64,524288,1.30192646,"SimpleMixture",ZJA,GPU,"Float64"
5,SimpleMixture,ZJA,Float64,1048576,1.928923966,"SimpleMixture",ZJA,GPU,"Float64"
5,SimpleMixture,ZJA,Float64,2097152,3.229962324,"SimpleMixture",ZJA,GPU,"Float64"
4,SimpleMixture,SAIS,Float64,1,0.002317857,"SimpleMixture",SAIS,CPU,"Float64"
4,SimpleMixture,SAIS,Float64,2,0.004614698,"SimpleMixture",SAIS,CPU,"Float64"
4,SimpleMixture,SAIS,Float64,4,0.008599889,"SimpleMixture",SAIS,CPU,"Float64"
4,SimpleMixture,SAIS,Float64,8,0.01655235,"SimpleMixture",SAIS,CPU,"Float64"
4,SimpleMixture,SAIS,Float64,16,0.034419274,"SimpleMixture",SAIS,CPU,"Float64"
4,SimpleMixture,SAIS,Float64,32,0.158279717,"SimpleMixture",SAIS,CPU,"Float64"
4,SimpleMixture,SAIS,Float64,64,0.137231773,"SimpleMixture",SAIS,CPU,"Float64"
4,SimpleMixture,SAIS,Float64,128,0.272463878,"SimpleMixture",SAIS,CPU,"Float64"
4,SimpleMixture,SAIS,Float64,256,0.54282561,"SimpleMixture",SAIS,CPU,"Float64"
4,SimpleMixture,SAIS,Float64,512,1.08420382,"SimpleMixture",SAIS,CPU,"Float64"
4,SimpleMixture,SAIS,Float64,1024,2.174525574,"SimpleMixture",SAIS,CPU,"Float64"
4,SimpleMixture,SAIS,Float64,2048,4.331520713,"SimpleMixture",SAIS,CPU,"Float64"
4,SimpleMixture,SAIS,Float64,4096,8.658560818,"SimpleMixture",SAIS,CPU,"Float64"
4,SimpleMixture,SAIS,Float64,8192,17.296460709,"SimpleMixture",SAIS,CPU,"Float64"
4,SimpleMixture,SAIS,Float64,16384,34.589903359,"SimpleMixture",SAIS,CPU,"Float64"
4,SimpleMixture,SAIS,Float64,32768,69.083190006,"SimpleMixture",SAIS,CPU,"Float64"
4,SimpleMixture,SAIS,Float64,65536,138.003969566,"SimpleMixture",SAIS,CPU,"Float64"
4,SimpleMixture,SAIS,Float64,131072,276.568308522,"SimpleMixture",SAIS,CPU,"Float64"
4,SimpleMixture,SAIS,Float64,262144,552.262121009,"SimpleMixture",SAIS,CPU,"Float64"
4,SimpleMixture,SAIS,Float64,524288,1104.414444836,"SimpleMixture",SAIS,CPU,"Float64"
4,SimpleMixture,SAIS,Float64,1048576,2210.877066887,"SimpleMixture",SAIS,CPU,"Float64"
4,SimpleMixture,SAIS,Float64,2097152,4419.162745446,"SimpleMixture",SAIS,CPU,"Float64"
4,SimpleMixture,SAIS,Float64,1,0.056977418,"SimpleMixture",SAIS,GPU,"Float64"
4,SimpleMixture,SAIS,Float64,2,0.056989535,"SimpleMixture",SAIS,GPU,"Float64"
4,SimpleMixture,SAIS,Float64,4,0.060979033,"SimpleMixture",SAIS,GPU,"Float64"
4,SimpleMixture,SAIS,Float64,8,0.062975636,"SimpleMixture",SAIS,GPU,"Float64"
4,SimpleMixture,SAIS,Float64,16,0.067994431,"SimpleMixture",SAIS,GPU,"Float64"
4,SimpleMixture,SAIS,Float64,32,0.079997218,"SimpleMixture",SAIS,GPU,"Float64"
4,SimpleMixture,SAIS,Float64,64,0.069988567,"SimpleMixture",SAIS,GPU,"Float64"
4,SimpleMixture,SAIS,Float64,128,0.068978389,"SimpleMixture",SAIS,GPU,"Float64"
4,SimpleMixture,SAIS,Float64,256,0.075994048,"SimpleMixture",SAIS,GPU,"Float64"
4,SimpleMixture,SAIS,Float64,512,0.075977952,"SimpleMixture",SAIS,GPU,"Float64"
4,SimpleMixture,SAIS,Float64,1024,0.076960265,"SimpleMixture",SAIS,GPU,"Float64"
4,SimpleMixture,SAIS,Float64,2048,0.076997076,"SimpleMixture",SAIS,GPU,"Float64"
4,SimpleMixture,SAIS,Float64,4096,0.076996262,"SimpleMixture",SAIS,GPU,"Float64"
4,SimpleMixture,SAIS,Float64,8192,0.079006983,"SimpleMixture",SAIS,GPU,"Float64"
4,SimpleMixture,SAIS,Float64,16384,0.079176269,"SimpleMixture",SAIS,GPU,"Float64"
4,SimpleMixture,SAIS,Float64,32768,0.152686323,"SimpleMixture",SAIS,GPU,"Float64"
4,SimpleMixture,SAIS,Float64,65536,0.268238031,"SimpleMixture",SAIS,GPU,"Float64"
4,SimpleMixture,SAIS,Float64,131072,0.484524021,"SimpleMixture",SAIS,GPU,"Float64"
4,SimpleMixture,SAIS,Float64,262144,0.907981798,"SimpleMixture",SAIS,GPU,"Float64"
4,SimpleMixture,SAIS,Float64,524288,1.730966942,"SimpleMixture",SAIS,GPU,"Float64"
4,SimpleMixture,SAIS,Float64,1048576,3.320722269,"SimpleMixture",SAIS,GPU,"Float64"
4,SimpleMixture,SAIS,Float64,2097152,6.589172848,"SimpleMixture",SAIS,GPU,"Float64"
9,SimpleMixture,ZJA,Float32,1,0.000467875,"SimpleMixture",ZJA,CPU,"Float32"
9,SimpleMixture,ZJA,Float32,2,0.000661004,"SimpleMixture",ZJA,CPU,"Float32"
9,SimpleMixture,ZJA,Float32,4,0.002513186,"SimpleMixture",ZJA,CPU,"Float32"
9,SimpleMixture,ZJA,Float32,8,0.005356554,"SimpleMixture",ZJA,CPU,"Float32"
9,SimpleMixture,ZJA,Float32,16,0.013062126,"SimpleMixture",ZJA,CPU,"Float32"
9,SimpleMixture,ZJA,Float32,32,0.028696786,"SimpleMixture",ZJA,CPU,"Float32"
9,SimpleMixture,ZJA,Float32,64,0.061652802,"SimpleMixture",ZJA,CPU,"Float32"
9,SimpleMixture,ZJA,Float32,128,0.111078369,"SimpleMixture",ZJA,CPU,"Float32"
9,SimpleMixture,ZJA,Float32,256,0.238747308,"SimpleMixture",ZJA,CPU,"Float32"
9,SimpleMixture,ZJA,Float32,512,0.607266333,"SimpleMixture",ZJA,CPU,"Float32"
9,SimpleMixture,ZJA,Float32,1024,1.271876818,"SimpleMixture",ZJA,CPU,"Float32"
9,SimpleMixture,ZJA,Float32,2048,2.216871188,"SimpleMixture",ZJA,CPU,"Float32"
9,SimpleMixture,ZJA,Float32,4096,4.126146798,"SimpleMixture",ZJA,CPU,"Float32"
9,SimpleMixture,ZJA,Float32,8192,8.795791694,"SimpleMixture",ZJA,CPU,"Float32"
9,SimpleMixture,ZJA,Float32,16384,17.539772228,"SimpleMixture",ZJA,CPU,"Float32"
9,SimpleMixture,ZJA,Float32,32768,35.041849714,"SimpleMixture",ZJA,CPU,"Float32"
9,SimpleMixture,ZJA,Float32,65536,70.04449873,"SimpleMixture",ZJA,CPU,"Float32"
9,SimpleMixture,ZJA,Float32,131072,140.010211966,"SimpleMixture",ZJA,CPU,"Float32"
9,SimpleMixture,ZJA,Float32,262144,279.761866099,"SimpleMixture",ZJA,CPU,"Float32"
9,SimpleMixture,ZJA,Float32,524288,558.692802017,"SimpleMixture",ZJA,CPU,"Float32"
9,SimpleMixture,ZJA,Float32,1048576,1118.282119328,"SimpleMixture",ZJA,CPU,"Float32"
9,SimpleMixture,ZJA,Float32,2097152,2234.424549592,"SimpleMixture",ZJA,CPU,"Float32"
9,SimpleMixture,ZJA,Float32,1,0.10728061,"SimpleMixture",ZJA,GPU,"Float32"
9,SimpleMixture,ZJA,Float32,2,0.06264495,"SimpleMixture",ZJA,GPU,"Float32"
9,SimpleMixture,ZJA,Float32,4,0.171784714,"SimpleMixture",ZJA,GPU,"Float32"
9,SimpleMixture,ZJA,Float32,8,0.191946759,"SimpleMixture",ZJA,GPU,"Float32"
9,SimpleMixture,ZJA,Float32,16,0.221964818,"SimpleMixture",ZJA,GPU,"Float32"
9,SimpleMixture,ZJA,Float32,32,0.290950033,"SimpleMixture",ZJA,GPU,"Float32"
9,SimpleMixture,ZJA,Float32,64,0.290959589,"SimpleMixture",ZJA,GPU,"Float32"
9,SimpleMixture,ZJA,Float32,128,0.290950594,"SimpleMixture",ZJA,GPU,"Float32"
9,SimpleMixture,ZJA,Float32,256,0.322950163,"SimpleMixture",ZJA,GPU,"Float32"
9,SimpleMixture,ZJA,Float32,512,0.377958935,"SimpleMixture",ZJA,GPU,"Float32"
9,SimpleMixture,ZJA,Float32,1024,1.340222989,"SimpleMixture",ZJA,GPU,"Float32"
9,SimpleMixture,ZJA,Float32,2048,0.916718306,"SimpleMixture",ZJA,GPU,"Float32"
9,SimpleMixture,ZJA,Float32,4096,0.426920525,"SimpleMixture",ZJA,GPU,"Float32"
9,SimpleMixture,ZJA,Float32,8192,0.472916196,"SimpleMixture",ZJA,GPU,"Float32"
9,SimpleMixture,ZJA,Float32,16384,0.425930334,"SimpleMixture",ZJA,GPU,"Float32"
9,SimpleMixture,ZJA,Float32,32768,0.388934446,"SimpleMixture",ZJA,GPU,"Float32"
9,SimpleMixture,ZJA,Float32,65536,0.701924032,"SimpleMixture",ZJA,GPU,"Float32"
9,SimpleMixture,ZJA,Float32,131072,0.842922098,"SimpleMixture",ZJA,GPU,"Float32"
9,SimpleMixture,ZJA,Float32,262144,0.726921426,"SimpleMixture",ZJA,GPU,"Float32"
9,SimpleMixture,ZJA,Float32,524288,0.952914574,"SimpleMixture",ZJA,GPU,"Float32"
9,SimpleMixture,ZJA,Float32,1048576,1.247919984,"SimpleMixture",ZJA,GPU,"Float32"
9,SimpleMixture,ZJA,Float32,2097152,1.786941025,"SimpleMixture",ZJA,GPU,"Float32"
9,Unid,SAIS,Float64,1,0.000153416,"Unid",SAIS,CPU,"Float64"
9,Unid,SAIS,Float64,2,0.000306924,"Unid",SAIS,CPU,"Float64"
9,Unid,SAIS,Float64,4,0.000571101,"Unid",SAIS,CPU,"Float64"
9,Unid,SAIS,Float64,8,0.093195936,"Unid",SAIS,CPU,"Float64"
9,Unid,SAIS,Float64,16,0.002006044,"Unid",SAIS,CPU,"Float64"
9,Unid,SAIS,Float64,32,0.003873016,"Unid",SAIS,CPU,"Float64"
9,Unid,SAIS,Float64,64,0.007703276,"Unid",SAIS,CPU,"Float64"
9,Unid,SAIS,Float64,128,0.015263276,"Unid",SAIS,CPU,"Float64"
9,Unid,SAIS,Float64,256,0.031556718,"Unid",SAIS,CPU,"Float64"
9,Unid,SAIS,Float64,512,0.06056033,"Unid",SAIS,CPU,"Float64"
9,Unid,SAIS,Float64,1024,0.125160802,"Unid",SAIS,CPU,"Float64"
9,Unid,SAIS,Float64,2048,0.248060431,"Unid",SAIS,CPU,"Float64"
9,Unid,SAIS,Float64,4096,0.491658162,"Unid",SAIS,CPU,"Float64"
9,Unid,SAIS,Float64,8192,0.982200532,"Unid",SAIS,CPU,"Float64"
9,Unid,SAIS,Float64,16384,1.975362556,"Unid",SAIS,CPU,"Float64"
9,Unid,SAIS,Float64,32768,4.192676864,"Unid",SAIS,CPU,"Float64"
9,Unid,SAIS,Float64,65536,8.133453062,"Unid",SAIS,CPU,"Float64"
9,Unid,SAIS,Float64,131072,16.006855512,"Unid",SAIS,CPU,"Float64"
9,Unid,SAIS,Float64,262144,31.696444116,"Unid",SAIS,CPU,"Float64"
9,Unid,SAIS,Float64,524288,63.345852151,"Unid",SAIS,CPU,"Float64"
9,Unid,SAIS,Float64,1048576,126.126218451,"Unid",SAIS,CPU,"Float64"
9,Unid,SAIS,Float64,2097152,253.85142078,"Unid",SAIS,CPU,"Float64"
9,Unid,SAIS,Float64,1,0.028941974,"Unid",SAIS,GPU,"Float64"
9,Unid,SAIS,Float64,2,0.00531097,"Unid",SAIS,GPU,"Float64"
9,Unid,SAIS,Float64,4,0.013936568,"Unid",SAIS,GPU,"Float64"
9,Unid,SAIS,Float64,8,0.013967274,"Unid",SAIS,GPU,"Float64"
9,Unid,SAIS,Float64,16,0.027001284,"Unid",SAIS,GPU,"Float64"
9,Unid,SAIS,Float64,32,0.013942398,"Unid",SAIS,GPU,"Float64"
9,Unid,SAIS,Float64,64,0.013964847,"Unid",SAIS,GPU,"Float64"
9,Unid,SAIS,Float64,128,0.036007374,"Unid",SAIS,GPU,"Float64"
9,Unid,SAIS,Float64,256,0.00792036,"Unid",SAIS,GPU,"Float64"
9,Unid,SAIS,Float64,512,0.014002095,"Unid",SAIS,GPU,"Float64"
9,Unid,SAIS,Float64,1024,0.008743854,"Unid",SAIS,GPU,"Float64"
9,Unid,SAIS,Float64,2048,0.013435633,"Unid",SAIS,GPU,"Float64"
9,Unid,SAIS,Float64,4096,0.013755988,"Unid",SAIS,GPU,"Float64"
9,Unid,SAIS,Float64,8192,0.01488726,"Unid",SAIS,GPU,"Float64"
9,Unid,SAIS,Float64,16384,0.034392666,"Unid",SAIS,GPU,"Float64"
9,Unid,SAIS,Float64,32768,0.060965395,"Unid",SAIS,GPU,"Float64"
9,Unid,SAIS,Float64,65536,0.086967862,"Unid",SAIS,GPU,"Float64"
9,Unid,SAIS,Float64,131072,0.128973293,"Unid",SAIS,GPU,"Float64"
9,Unid,SAIS,Float64,262144,0.224196802,"Unid",SAIS,GPU,"Float64"
9,Unid,SAIS,Float64,524288,0.437957098,"Unid",SAIS,GPU,"Float64"
9,Unid,SAIS,Float64,1048576,0.90296122,"Unid",SAIS,GPU,"Float64"
9,Unid,SAIS,Float64,2097152,1.873968437,"Unid",SAIS,GPU,"Float64"
9,SimpleMixture,SAIS,Float64,1,0.002327602,"SimpleMixture",SAIS,CPU,"Float64"
9,SimpleMixture,SAIS,Float64,2,0.004653393,"SimpleMixture",SAIS,CPU,"Float64"
9,SimpleMixture,SAIS,Float64,4,0.007824597,"SimpleMixture",SAIS,CPU,"Float64"
9,SimpleMixture,SAIS,Float64,8,0.016248786,"SimpleMixture",SAIS,CPU,"Float64"
9,SimpleMixture,SAIS,Float64,16,0.032422497,"SimpleMixture",SAIS,CPU,"Float64"
9,SimpleMixture,SAIS,Float64,32,0.155026385,"SimpleMixture",SAIS,CPU,"Float64"
9,SimpleMixture,SAIS,Float64,64,0.136713918,"SimpleMixture",SAIS,CPU,"Float64"
9,SimpleMixture,SAIS,Float64,128,0.266058061,"SimpleMixture",SAIS,CPU,"Float64"
9,SimpleMixture,SAIS,Float64,256,0.537530395,"SimpleMixture",SAIS,CPU,"Float64"
9,SimpleMixture,SAIS,Float64,512,1.107888801,"SimpleMixture",SAIS,CPU,"Float64"
9,SimpleMixture,SAIS,Float64,1024,2.146207203,"SimpleMixture",SAIS,CPU,"Float64"
9,SimpleMixture,SAIS,Float64,2048,4.310645439,"SimpleMixture",SAIS,CPU,"Float64"
9,SimpleMixture,SAIS,Float64,4096,8.610714001,"SimpleMixture",SAIS,CPU,"Float64"
9,SimpleMixture,SAIS,Float64,8192,17.264398623,"SimpleMixture",SAIS,CPU,"Float64"
9,SimpleMixture,SAIS,Float64,16384,34.551922773,"SimpleMixture",SAIS,CPU,"Float64"
9,SimpleMixture,SAIS,Float64,32768,69.054878789,"SimpleMixture",SAIS,CPU,"Float64"
9,SimpleMixture,SAIS,Float64,65536,138.142241199,"SimpleMixture",SAIS,CPU,"Float64"
9,SimpleMixture,SAIS,Float64,131072,276.783700783,"SimpleMixture",SAIS,CPU,"Float64"
9,SimpleMixture,SAIS,Float64,262144,552.525352172,"SimpleMixture",SAIS,CPU,"Float64"
9,SimpleMixture,SAIS,Float64,524288,1104.760494617,"SimpleMixture",SAIS,CPU,"Float64"
9,SimpleMixture,SAIS,Float64,1048576,2209.513445398,"SimpleMixture",SAIS,CPU,"Float64"
9,SimpleMixture,SAIS,Float64,2097152,4418.937518411,"SimpleMixture",SAIS,CPU,"Float64"
9,SimpleMixture,SAIS,Float64,1,0.057015154,"SimpleMixture",SAIS,GPU,"Float64"
9,SimpleMixture,SAIS,Float64,2,0.056990236,"SimpleMixture",SAIS,GPU,"Float64"
9,SimpleMixture,SAIS,Float64,4,0.068992457,"SimpleMixture",SAIS,GPU,"Float64"
9,SimpleMixture,SAIS,Float64,8,0.063969997,"SimpleMixture",SAIS,GPU,"Float64"
9,SimpleMixture,SAIS,Float64,16,0.066990966,"SimpleMixture",SAIS,GPU,"Float64"
9,SimpleMixture,SAIS,Float64,32,0.082976748,"SimpleMixture",SAIS,GPU,"Float64"
9,SimpleMixture,SAIS,Float64,64,0.070986775,"SimpleMixture",SAIS,GPU,"Float64"
9,SimpleMixture,SAIS,Float64,128,0.069845847,"SimpleMixture",SAIS,GPU,"Float64"
9,SimpleMixture,SAIS,Float64,256,0.084002834,"SimpleMixture",SAIS,GPU,"Float64"
9,SimpleMixture,SAIS,Float64,512,0.077058749,"SimpleMixture",SAIS,GPU,"Float64"
9,SimpleMixture,SAIS,Float64,1024,0.082959002,"SimpleMixture",SAIS,GPU,"Float64"
9,SimpleMixture,SAIS,Float64,2048,0.077000588,"SimpleMixture",SAIS,GPU,"Float64"
9,SimpleMixture,SAIS,Float64,4096,0.076984932,"SimpleMixture",SAIS,GPU,"Float64"
